source,reference,prediction,bleu,comet
"Robert Dutil, Minister der öffentlichen Sicherheit, behauptet, diese Idee stamme nicht von gestern: Quebec hätte bereits letzten Januar das New Yorker Department of Investigation bezüglich dieses Themas konsultiert.","The Minister of Public Security, Robrt Dutil, asserts that this idea is not new: Quebec consulted the New York Department of Investigation on the subject last January.","Robert Dutil, Minister of Public Security, claims that this idea is not new: Quebec had already",31.42,0.7703
"""Das Programm beim nächsten Folktreff ist wie immer eine bunte Mischung aus deutschen Volks-, Wander- und Seemannsliedern, Folksongs, Evergreens und alten Schlagern"", erzählt Karl-Heinz Stevermüer, der immer wieder befreundete Musiker nach Nottuln einlädt.","As always, the program for the next Folk Festival is a colorful mix of German folk, hiking and sailor songs, evergreens an old hits, says Karl-Heinz Stevermüer, who is always inviting musical friends to Nottuln.","""The programme at the next folk festival is as always a colourful mix of German folk, hiking and",12.13,0.5943
"Diese ist in der Tat bereits seit 2002 Gegenstand permanenter Beobachtung sowie politischer Offensiven, die am häufigsten Früchte getragen haben.","This has actually been monitored constantly since 2002 via political offensives, which have usually borne fruit.","This has in fact been the subject of continuous monitoring and political pressure since 2002,",7.02,0.8163
"Zuletzt hatten sich sogar 35 Staatsrechtler in die Debatte eingemischt, die das Vorgehen Kochs als verfassungswidrig eingeschätzten.","Most recently, 35 civil rights campaigners had even joined the debate and rated the actions of Koch to be in breach of the Constitution.","In the end, even 35 constitutional lawyers got involved in the debate, who considered Koch's",3.68,0.5912
"In dieser Zeit haben Markenstrategen ""RBS"" dazu verwendet, andere Endverbraucherfinanzmarken zu schützen.","During that time, brand strategists have used 'RBS' to protect other consumer finance brands.","During this time, brand strategists have used ""RBS"" to protect other consumer finance brands.",60.29,0.9438
"""Da bin ich gespannt, wenn ihr Roberto Blanco messt, was dann passiert"", so Jumbo zynisch.","""I would be curious what would happen if you were to measure Roberto Blanco,"" said Jumbo cynically.","""I'm looking forward to seeing what happens when you measure Roberto Blanco,"" said Jumbo cynically",36.43,0.8237
"McLarnon organisiert die ""WorkingAbroadExpo"", eine Messe, die einen Rundumservice zum Thema Arbeiten im Ausland bietet.","McLarnon organises the WorkingAbroadExpo, a fair offering an all-round service for work abroad.","McLarnon organises the ""WorkingAbroadExpo"", a show that offers a one-stop",12.98,0.8316
"Die Messe, die dieses Jahr ihren 120.Geburtstag feiert, findet alle zwei Jahre jeweils im Wechsel mit der IAA in Frankfurt statt.","The trade show, which is celebrating its 120th birthday this year, takes place every two years in rotation with the IAA in Frankfurt.","The fair, which is celebrating its 120th anniversary this year, takes place every two",36.75,0.7977
Darauf besteht wegen seiner gleichnamigen nördlichen Provinz der Nachbar Griechenland.,Neighboring Greece insists that it should due its eponymous northern province.,"This is due to its homonymous northern province, which borders on neighbouring Greece.",6.92,0.7489
"""Schwarze, schwule Frauen in Führungspositionen haben die Bewegung insgesamt getragen"", sagte Ferrell, ""und daher kämpfen wir ständig an verschiedenen Fronten.","""Black queer women in leadership has sustained the movement overall,"" said Ferrell, ""and that's because we're constantly at battle on multiple fronts.","""Black, queer women have carried the movement overall,"" Ferrell said, ""so we're fighting",17.56,0.8081
"Dennoch bezeichnete Edmond Mulet, der Leiter der UN-Mission in Haiti, die Wahl ""als recht gut in vielen Belangen"".","Nevertheless, Edmond Mulet, the United Nations' top official in Haiti, declared it ""a fairly good election in many ways.""","Still, Edmond Mulet, the head of the U.N. mission in Haiti, called the",19.04,0.6055
"Sie bitten die Reporter, Namen für jede Spalte vorzuschlagen - kein Beweis ist nötig, Wahrnehmungen und Bauchgefühle reichen.","They ask the reporters to suggest names for each column - no proof is needed, perceptions and gut feelings are enough.","They ask reporters to suggest names for each column - no proof is needed, perceptions and gut feelings will",75.22,0.9166
"Einen Gang höher: Dieser User ist der Ansicht, dass Nathan die ""athletische Version"" des Inception Schauspielers ist",Changing it up: This user reckons that Nathan is an 'athletic version' of the Inception actor,Up a gear: This user thinks Nathan is the 'athletic version' of Inception actor,18.54,0.8535
"Eine Jury, bestehend aus Vertretern von Schwarzwälder Bote, Bauhaus und Sparkasse Zollernalb, wählt aus allen Einsendungen drei Wünsche aus.","A panel consisting of representatives from the Schwarzwälder Bote, Bauhaus and Sparkasse Zollernalb will select three wishes from those submitted.","A jury made up of representatives from Schwarzwälder Bote, Bauhaus and Sparkasse Z",25.82,0.7036
Vor ein paar Wochen lebte Herr L. noch allein in seiner Wohnung in der Montérégie.,Just a few weeks ago Mr L. lived alone in his Montérégie apartment.,"A few weeks ago, Mr. L. was living alone in his apartment in the Montérég",16.54,0.8364
"Mit der Türkei an Bord, so scheint die Botschaft zu sein, kann, im übertragenen Sinne, Europa als Ganzes auf ebenjenen Eisenbahnschienen östlich Richtung Asien und Mittlerer Osten fahren.","With Turkey on board, the message seems to be, Europe as a whole can metaphorically ride those rail lines eastwards towards Asia and the Middle East.","With Turkey on board, the message seems to be that, in a figurative sense, Europe as",33.57,0.6602
"""Was Besseres konnte uns nicht passieren, eine solche Gelegenheit kommt nicht wieder"", so Fischer über den Quasi-Umzug an den Lech, der von den Mitarbeitern ""positiv und sehr verständnisvoll"" aufgenommen worden sei.","""It's the best thing that could have happened for us; we won't get this sort of opportunity again,"" says Fischer about the move to the Lech, which has been accepted ""positively and with understanding"" by employees.","""Nothing better could have happened to us, an opportunity like this doesn't come around again,"" Fischer",4.38,0.5986
"Sie fügte hinzu: ""In den letzten Jahren haben wir in unseren Tollcross-Standort mehr als 5 Millionen Pfund investiert, insbesondere in Produktionslinien und operative Verbesserungen.","She added: ""In recent years, we have invested over £5m in our Tollcross site, notably on production lines and operational improvements.","She added: ""In recent years we have invested more than £5m at our Tollcross site",30.14,0.8652
Tripolis fiel im August unter den libyschen Rebellen und Gaddafi wurde am 20. Oktober getötet.,"Tripoli fell to Libyan rebels in August, and Gaddafi was killed Oct. 20.",Tripoli fell to the Libyan rebels in August and Gaddafi was killed on 20 October.,39.28,0.9578
"Die Staatsanwaltschaft der Republik gab bekannt, der Drogenkleinhändler sei Omar Alexis Valenzuela Sandoval, der für eine Straftat gegen die öffentliche Gesundheit - hier der zum Handel bestimmte Besitz von Marihuana - bestraft wurde.","The General Attorney Office reported that the sentenced drug dealer is Omar Alexis Valenzuela Sandoval, for the crime against health, in its variant of possession of marijuana for purposes of trade.",The Attorney General of the Republic announced that the drug dealer was Omar Alexis Valenzuela Sandoval,7.58,0.6505
"Ich war absolut sicher, dass mein kleiner Junge in dieser Hölle unmöglich überlebt haben konnte.",I was absolutely sure that there was no way my little boy could have survived in this hell.,I was absolutely sure that my little boy could not have survived in that hell.,40.63,0.9328
"Der Falter studiert das Schild bei der Rolltreppe: ""Tragen Sie ein langes Kleid, bitte Vorsicht auf der Rolltreppe"".","The moth studies the sign by the escalator: ""Please be careful on the escalator if you are wearing a long dress"".","The butterfly studies the sign on the escalator: ""Please be careful on the escalator, wear",40.86,0.6565
"Mitte 2016 schrieb Colin in einem Schreiben an das Gericht, dass er versucht habe, die Forderungen seines Bruders zu erfüllen.","In mid-2016, Colin wrote in one court filing that he had tried to accommodate his brother's requests.","In a letter to the court in mid-2016, Colin wrote that he had tried",27.89,0.7453
"""Während der ganzen Jahre im Geschäft frage ich immer: ""Warum tust du Dinge?"". Und die Antwort, die du immer bekommst, ist: ""Oh, so wird es einfach gemacht.""","""Throughout the years in business, I'd always ask: ""Why do you do things?"" and the answers you invariably get are: ""Oh, that's just the way it's done.""""","""Over the years in business, I've always asked, 'Why do you do things?' And",14.13,0.77
"""Wir glauben, dass die Anstrengungen des Professors Monti dazu bestimmt sind, gute Ergebnisse herbeizuführen"", sagte Angelino Alfano, Sekretär der Mitte-Rechts-Partei.","""We believe that the efforts of Professor Monti are destined to have a good outcome,"" said to the reporters Angelino Alfano, secretary of the center-right party.","""We believe that Professor Monti's efforts are destined to produce good results,"" said Angelino Alf",13.13,0.7697
