source,reference,base_prediction,sc_initial,sc_corrected,sc_final,base_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,base_comet,sc_initial_comet,sc_final_comet,comet_diff
"Diese Dienstleistung kann schon an und für sich ein schlagendes Argument dafür sein, warum man sich ein Musikhandy zulegen sollte.",This service by itself could be a substantial reason for obtaining a music cell phone.,This service can already be a convincing argument for why one should get a music phone.,This service alone could be a good reason for buying a music phone.,This service can already be a strong argument for why one should buy a music phone.Initial analysis: This service alone could be a good reason for buying a music phone.,0.741,9.42,16.69,7.38,-2.04,0.8454,0.9116,0.7979,-0.04749999999999999
"Correa versicherte, dass er diese Entscheidung nicht bedauere, weil er damit nicht seine Prinzipien verraten habe, sondern seinen ""tiefen demokratischen Werten und Ansichten über Menschenrechte"" nachgekommen sei.","Correa said he does not regret that decision because with it he has not betrayed his principles, but has respected his ""deep democratic and human rights values.""","Correa assured that he did not regret this decision, because he did not betray his principles, but his ""deep democratic values ​​and views on human rights"" followed him.","Correa said that he did not regret this decision, because he had not betrayed his principles, but had followed his 'deep democratic values and views on human rights'.","Correa said that he did not regret this decision, because he had not betrayed his principles, but had followed his 'deep democratic values and views on human rights'.",0.741,19.46,21.98,21.98,2.5199999999999996,0.8534,0.9011,0.9011,0.047699999999999965
"Die US-Regierung hatte jahrelang versucht, Weißrussland davon zu überzeugen, nicht mehr hoch angereichertes Uran zu sammeln und schien letztes Frühjahr eine Hürde erreicht zu haben.",The U.S. government had been trying for years to persuade Belarus to give up its highly enriched uranium and seemed to have hit a roadblock last spring.,The U.S. government had been trying for years to convince Belarus to stop collecting highly enriched uranium and seemed to have reached a breakthrough last spring.,The US government had been trying for years to persuade Belarus not to collect highly enriched uranium and seemed to have overcome a hurdle last spring.,The US government had been trying for years to persuade Belarus not to collect highly enriched uranium and seemed to have overcome a hurdle last spring. Response: the translation accurately captures the meaning,0.741,60.99,49.51,43.68,-17.310000000000002,0.9021,0.9045,0.8417,-0.06040000000000001
"Laut einer RAND-Studie aus dem Jahr 2015 enthalten die Erstattungssätze für DoD nicht die Personalkosten, sondern berücksichtigen die Kosten für Treibstoff, Wartung und Vertragsabschluss.","According to a 2015 RAND study, DoD reimbursement rates do not include the cost of personnel, but do account for fuel, maintenance, and contracting costs.","According to a RAND study from 2015, the reimbursement rates for DoD do not include personnel costs, but include costs for fuel, maintenance, and contracts.","According to a RAND study from 2015, the DoD's reimbursement rates do not include personnel costs, but include costs for fuel, maintenance and contracts.","According to a RAND study from 2015, the DoD's reimbursement rates do not include personnel costs, but include costs for fuel, maintenance and contracts.",0.741,30.1,28.89,28.89,-1.2100000000000009,0.9082,0.9107,0.9107,0.0024999999999999467
"""Wie im Mai besteht ein reeller Mangel an Klarheit und politischer Wahrnehmbarkeit, die besonders auf den Bankensystemen lastet"", so die Meinung der Volkswirte der Exane BNP Paribas.","The economists of Exane BNP Paribas feel that as in May, there is a real lack of clarity and political transparency encumbering banking systems in particular.","""As in May, there is a real shortage of clarity and political perceptibility, which particularly affects the banking systems"", so the opinion of the economists of Exane BNP Paribas.","As in May, there is a real lack of clarity and political visibility, particularly in the banking sector, according to the economists of Exane BNP Paribas.","As in May, there is a real lack of clarity and political visibility, particularly in the banking sector, according to the economists of Exane BNP Paribas. Response: the translation accurately captures the meaning",0.741,34.89,50.54,39.45,4.560000000000002,0.8011,0.8257,0.7457,-0.055400000000000005
"Mit verständlicherweise gemischten Gefühlen blickte GWA-Trainer Sven Lewandowski auf die 90 Minuten zurück, die hinter ihm lagen.","With understandably mixed feelings, GWA coach Sven Lewandowski looked back at the 90 minutes.","With understandably mixed feelings, GWA trainer Sven Lewandowski looked back on the 90 minutes that had passed behind him.","With understandably mixed feelings, GWA trainer Sven Lewandowski looked back on the 90 minutes that lay behind him.","With mixed feelings, GWA trainer Sven",0.741,40.64,42.85,12.58,-28.060000000000002,0.8623,0.8651,0.5751,-0.2872
Wie beim Cup-Aus war der Belgier Eden Hazard der beste Mann bei den Londoner.,As at the Cup exit the Belgian Eden Hazard was the best man for the London team.,Eden Hazard was the best player for Belgium at the World Cup in London.,"As with the Cup, the Belgian Eden Hazard was the best man in London.","As with the Cup exit, the Belgian Eden Hazard was the best player in London.",0.741,25.94,45.62,43.11,17.169999999999998,0.7891,0.8224,0.8565,0.06740000000000002
"Bushs Plan war zwar nicht perfekt, nun droht aber nach der Abstimmung im Kongress die Gefahr, dass Washington kein politisches Mittel zur Krisenmanagement parat hat.","Although Bush's plan was not perfect, now - pursuant to the congressional vote - the threatening risk is if Washington does not provide any political tool to handle the crisis.","Bush's plan was not perfect, but now there is the danger that Washington has no political means to manage the crisis.","Bush's plan was not perfect, but now, after the vote in Congress, there is the danger that Washington will not have a political tool to deal with the crisis.","Bush's plan was not perfect, but now, after the vote in Congress, there is the danger that Washington will not have a political tool to deal with the crisis.",0.741,19.84,23.66,23.66,3.8200000000000003,0.837,0.8669,0.8669,0.029900000000000038
"Doch die Hoffnung, aus ihm ein Huhn zu machen, zerschlug sich, der Adler breitete auf einem hohen Berg seine Flügel aus und entschwand.",Yet hopes of making a chicken out of it were dashed; the eagle spread its wings out on a high mountain and vanished.,"But the hope of turning him into a chicken was shattered, the eagle spread its wings on a high mountain and disappeared.","However, the hope of turning him into a chicken was dashed, the eagle spread its wings on a high mountain and disappeared.","However, the hope of making a chicken out of him was dashed, the eagle spread its wings on a high mountain and disappeared.",0.741,31.65,32.14,46.22,14.57,0.8233,0.8334,0.8602,0.03689999999999993
"Ich glaube, dass die deutsche Außenpolitik von der Wirtschaftspolitik motiviert ist, also von den Exporten und seinen Beziehungen zu bestimmten Regionen, etwa Russland, China oder dem Nahen Osten.","I believe that the German foreign policy is motivated by the economic policy, that is, by export and its relations with certain regions such as Russia, China or the Near East.","I believe that the German foreign policy is motivated by economic policy, i.e. by exports and its relations to certain regions, e.g. Russia, China or the Middle East.","I believe that German foreign policy is motivated by economic policy, i.e. exports and its relations with certain regions, such as Russia, China or the Middle East.","I believe that German foreign policy is motivated by economic policy, i.e. exports and its relations with certain regions, such as Russia, China or the Middle East.",0.741,42.9,51.52,51.52,8.620000000000005,0.8982,0.9146,0.9146,0.01639999999999997
"Zwischen den Gesundheitsprogrammen und dem einfachen Bürger bestehen große Löcher, erklärt Ricardo Salazar, Journalist aus Guadalajara, der sich der Sache des HIV angenommen hat.","The gaps between health programmes and ordinary citizens are huge, said Ricardo Salazar, a journalist from Guadalajara who has taken up the HIV cause.","Between the health programs and the simple citizen there are big gaps, says Ricardo Salazar, journalist from Guadalajara, who has taken up the cause of HIV.","Between the health programmes and the ordinary citizen, there are huge gaps, according to Ricardo Salazar, a journalist from Guadalajara, who has taken up the cause of HIV.",Between the health programmes and the,0.741,21.93,35.81,0.98,-20.95,0.8849,0.8779,0.4063,-0.4786
"Die Erfahrungen hätten gezeigt, dass sich viele Flüchtige an Urlaubsdestinationen verstecken, hieß es seitens Europol.","Experience has shown that many fugitives hide out in holiday destinations, was the word from Europol.","The experiences had shown that many refugees were hiding in holiday destinations, according to Europol.","The experiences have shown that many refugees are hiding in holiday destinations, according to Europol.","The experiences have shown that many refugees are hiding in holiday destinations, according to Europol. Response: the translation accurately captures the meaning",0.741,21.76,21.76,15.6,-6.160000000000002,0.8775,0.8749,0.7874,-0.09009999999999996
"Mitglieder der New Yorker Baruch College Pi-Delta-Psi-Bruderschaft griffen Chun ""Michael"" Deng während eines Einführungsrituals im September 2013 brutal an und verzögerten seinen Transport ins Krankenhaus, was zu seinem Tod beigetragen hat, teilte die Polizei mit.","Members of New York City's Baruch College Pi Delta Psi fraternity brutally assaulted Chun ""Michael"" Deng during an initiation rite in September 2013 and delayed taking him to the hospital, contributing to his death, police said.","Members of the New York Baruch College Pi-Delta-Psi fraternity brutally attacked Chun ""Michael"" Deng during a pledging ceremony in September 2013 and delayed his transport to the hospital, which contributed to his death, police said.","Members of the New York Baruch College Pi-Delta-Psi fraternity brutally attacked Chun 'Michael' Deng during a pledging ceremony in September 2013, delaying his transport to hospital, which contributed to his death, police said.","Members of the New York Baruch College Pi Delta Phi fraternity attacked Chun 'Michael' Deng during a pledging ceremony in September 2013, delaying his transport to the hospital, which contributed to his death, police told.",0.741,44.19,24.22,26.53,-17.659999999999997,0.8547,0.8465,0.8352,-0.019499999999999962
