source,reference,prediction,bleu,comet
"„Die meisten dieser Headliner fingen bei Carolines an und wurden dann immer erfolgreicher, bis sie irgendwann zu bekannt waren, um in einem Club aufzutreten“, sagte Hirsch.","""Most of these headliners appeared at Carolines, and went on to greater success, to the point where they're too big to play a club,"" Hirsch said.","""Most of these headliners started at Carolines and got more and more successful until they were too big to play a club,"" Hirsch said.",44.53,0.8576
"Man muss sich in Erinnerung rufen, dass der Präsident damals furchtbare Umfragewerte hatte, also dachten wir: „Um Gottes Willen, was machen wir?“","You have to remember, at that point the President was in awful shape, so we were like, ""Holy Christ, what do we do?""","We have to remember that the president had terrible ratings at the time, so we thought: ""Oh my God, what are we doing?""",10.83,0.7978
Neun Jahre später ist der 30 Millionen Euro teure Berg aufgeschüttet.,"Nine years later, the 30-million-euro mountain has been lifted up.","Nine years later, the 30 million euro mountain has been built.",46.05,0.8086
Wir haben bereits all unsere Zeit und Energie in ein Kind investiert.,We have already given all our time and energy for just one child.,We have already invested all our time and energy in a child.,39.36,0.8719
Dazu muss nichts mehr gesagt werden - da sind wir uns einig.,No more needs to be said - on this we agree.,There is no need to say any more about that - we are agreed.,3.93,0.8996
"Die Herstellergesellschaften hätten ein Jahr lang Zeit, sich auf die Anwendung des Gesetzes vorzubereiten, so präzisierte er.",The Minister stated that the companies would have one year to prepare themselves for the application of the law.,"Manufacturers will have one year to prepare for the application of the law, he specified.",42.51,0.8568
"Die Leitungsführung bleibt jedoch in der Hand von Gazprom, die 51% der Anteile hält.","The leader remains Gazprom, which holds 51% of the shareholding.","However, management remains in the hands of Gazprom, which owns 51% of the shares.",20.71,0.9
Diese Rechnungen wurden übrigens bei der Durchsuchung des Büros von Árpád Kemecsei im Unterrichtsministerium sichergestellt.,These invoices were found - during the searches - in Árpád Kemecsei's office located in the Ministry of Education.,These invoices were found during the search of Árpád Kemecsei's office in the Ministry of Education.,44.7,0.8978
"Konservative Mitglieder des Junior Common Room (JCR) des Corpus Christi College geben an, sie werden aufgrund ihrer politischen Ansichten ""oft aktiv isoliert, persönlich angegriffen und für unerwünscht erklärt"".","Conservative members of Corpus Christi College's junior common room (JCR) claim they are ""often actively isolated, personally attacked and made to feel unwelcome"" because of their political views.","Conservative members of the junior common room (JCR) at Corpus Christi College say they are ""often actively isolated, personally attacked and declared unwelcome"" because of their political views.",64.97,0.9142
"Zurzeit gibt es 20 Personen, die älter als 100 Jahre sind.",There are currently 20 individuals older than 100 years of age.,There are currently 20 people over 100 years old.,26.58,0.9191
"""Es gibt eine Menge Unsicherheit darüber, was die Auswirkungen auf die US-Wirtschaft sein werden, und es gibt fast keine verlässlichen Daten, die die Entwicklungen in China beschreiben,"" sagte Oliner.","""There's a lot of uncertainty about what the impacts on the U.S. economy are going to be, and they have almost no data to rely on that post-dates the developments in China,"" Oliner said.","""There's a lot of uncertainty about what the impact on the U.S. economy will be, and there's almost no reliable data describing developments in China,"" Oliner said.",52.05,0.8869
"Gemäß der Akte AP/SIN/CLN/687/2010/M-I wurde Valenzuela Sandoval am 7. Junio 2010 von mexikanischen Militärs bei der Überwachung der Straße Cipriano Valdez gegenüber dem Wachposten Nr. 80 in der Ortschaft El Castillo, Navolato, verhaftet.","According to the record AP/SIN/CLN/687/2010/MI, Valenzuela Sandoval was arrested by the Mexican Army, the 7th of June 2010, in a surveillance operation on the street Cipriano Valdez, in front of the post 80 in the town of El Castillo, Navolato.","According to the file AP/SIN/CLN/687/2010/M-I, on June 7, 2010, Valenzuela Sandoval was arrested by the Mexican Army in Cipriano Valdez Street, in front of the No. 80 checkpoint, in El Castillo, Navolato.",47.93,0.8125
"Die amerikanische Rechte hat am Freitag die von Barack Obama am Vorabend in Oslo gehaltene Rede begrüßt und war zufrieden, dass der Friedensnobelpreis 2009 den Begriff des ""gerechten Krieges"" gegen die Feinde der Vereinigen Staaten verteidigt hat.","The American Right paid tribute to the speech given the previous evening in Oslo by Barack Obama, satisfied that the Nobel Peace Prize 2009 had defended the concept of a ""just war"" against the enemies of the United States.","On Friday, the American right welcomed Barack Obama's speech the day before in Oslo and was satisfied that the 2009 Peace Nobel Prize defended the concept of ""just war"" against the enemies of the United States.",39.0,0.8722
"Er sagte: ""Sie hätten gedacht, dass sich damit intern beim Verteidigungsministerium und Kabinett auseinandergesetzt würde.""","""They will have thought this was being dealt with internally at the MoD and Cabinet Office,"" he said.","He said: ""You would have thought they would have sorted it out internally within the Ministry of Defence and Cabinet.""",5.6,0.8309
"Darüber hinaus sei man gehalten die wirtschaftlichste Lösung zu finden, so Joachim Wald von Wald und Corbe.","Furthermore, the most economic solution must be found, said Joachim Wald of Wald und Corbe.","In addition, the most economical solution must be found, says Joachim Wald from Wald and Corbe.",30.75,0.8777
Mit schärferen Kontrollen und strengeren Sicherheitsvorschriften wollen Obama und Salazar eine neuerliche Katastrophe ausschließen.,Obama and Salazar want to rule out any further catastrophe with tougher controls and stricter safety regulations.,Obama and Salazar want to prevent a new catastrophe with stricter controls and stricter security regulations.,32.11,0.8802
"Es ist nicht sicher, wie viele der Bilder echt sind, obwohl Winstead, Star aus ""Scott Pilgrim gegen den Rest der Welt"" auf Twitter ebenfalls den Hack verurteilte.","It is not clear how many of the images are authentic, though ""Scott Pilgrim vs. the World"" star Winstead took to Twitter to denounce the hack as well.","It's not clear how many of the images are real, although Winstead, star of ""Scott Pilgrim vs. the World,"" also condemned the hack on Twitter.",42.49,0.884
"Das Statement sagte auch, dass China Grenzgebieten erlauben wird, neue Modelle der grenzüberschreitenden Wirtschaftskooperation und neue Mechanismen zur Förderung des regionalen Wachstums zu erkunden.",The statement also said China will allow border areas to explore new models of cross-border economic cooperation and new mechanisms for promoting regional growth.,The statement also said that China will allow border areas to explore new models of cross-border economic cooperation and new mechanisms to promote regional growth.,74.32,0.9319
"Diesen Montag ersuchte der Bevollmächtigte von Casino Red, Víctor Aldo García Gómez den Richter José Luis Pecina, dem Bruder des Bürgermeisters die Strafe zu erlassen, weshalb er in den nächsten Stunden auf freien Fuß gesetzt wird.","On Monday, the legal representative of Red Casino, Victor Aldo Garcia Gomez, appeared before the judge José Luis Pecina to seek pardon for the regional mayor's brother, so that in the coming hours he might regain his freedom.","This Monday, the representative of the Casino Red, Victor Aldo Garcia Gomez, asked the judge Jose Luis Pecina, brother of the mayor, to suspend the sentence, which will be released in the next few hours.",19.33,0.7561
"""Sie sagte in einem aggressiven Ton: ""Sie sollten Ihre Tochter nicht in der Nähe der Tür absetzen"", sagte Roseanna Monk.","""She said in an aggressive tone, ""You shouldn't have left your daughter by the door,"""" Roseanna Monk said.","""She said in an aggressive tone: 'You shouldn't put your daughter near the door,'"" said Roseanna Monk.",34.61,0.8786
"Das kann Zufall sein, hat aber kaum dazu beigetragen, den Verdacht auszuräumen.","That may be coincidence, but has done nothing to clear suspicion.","It may be a coincidence, but it has done little to dispel the suspicion.",15.47,0.9167
"Dieser Preis ging am Montag zurück, blieb aber auf einem hohen Niveau, bei etwa 12%.","This cost reduced on Monday but remained at a new high level, around 12%.","The price fell back on Monday, but remained high at around 12%.",21.07,0.8664
Gegen 20:30 Uhr notierte das weltweit wichtigste Börsenbarometer mit gut fünf Prozent im Minus bei 10.579 Zählern.,"Around 8:30 PM the world's most significant market indicator listed with 10,579 points, with a minus of more than five percent.","At around 8:30 p.m., the world's most important stock market barometer was down by around five percent at 10,579 points.",11.67,0.8295
"Dabei wurden die Gesten nicht von der Objektkamera, sondern von einem Armband aufgezeichnet, das die Bewegungen der Knochen und Muskeln registrierte.","Movements were not recorded by a camera, but by a hand bracelet that determined the movement of bones and muscles.","The gestures were not recorded by the object camera, but by an armband that recorded the movements of the bones and muscles.",31.24,0.866
